"4","hmm now for dessert: finally my magnum mini "
"4","Was just corrected its Verison not version but they still suck "
"4","sometimes starting ur period can be the greatest thing to happen to you all month.... get me?    off 2 &quot;work&quot;   peaceofmind city slickers "
"4","goodnite everybody im outta here. #twpp oh and we should do this again. "
"4","i'm at the office trying to finish up so i can get out of here and head out to bahama breeze "
"4","@BishopLamont1 Keep the good music coming. We NEED Don't Come Around Here &amp; It hurts. "
"4","@Rex7 Hey Rex, why isn't SLU Law on that list? "
"4","But I love my job n I'm getting paid doing these errands "
"4","@momalicious13 Right  loca. So, when we going shopping for our party clothes? Jen's big 21 in 2 weeks and the bBASH. Let  me know asap"
"4","with a motorcycle, you never get stuck in a traffic jam.  motorcycles are so awesome!"
"4","@shelby_lynn  Good that alcohol is a bad habit.  Your liver will thank you. "
"4","@TheChristinaKim Kaenons look really interesting.. (but do they have an asian fit?) "
"4","@tommcfly and it will be out a day after your b-day ! "
"4","@theNJW Try it! "
"4","haha love you bee  shower then dinner with bee and kels! movies after!"
"4","I am totally chilling today and loving it "
"4","@Fletchchax heyy ive not talked to you in ages, we just to talk alll the time on msn haha  how are you?"
"4","Packin my stuff for tonights gig, looking forward to it! Meeting at eleven in the morning so no sleeping till the afternoon for me "
"4","@teedubya hilarious. "
"4","@JenniFurrrPets Sounds great! I hope your enjoying the time to yourself! "
"4","@SVAllie Looks good, but somehow Cthulhu and pink don't seem to go together. Maybe Calls for Ms. Cthulhu? "
"4","Is just getting of the train in Rochester ... Nice wk end planned  x"
"4","@RobMinton I would like to see that!! "
"4","@Jamaicanbwoydre LOL will do! "
"4","MMMMMMMM flinstone dip, here I come "
"4","Adam Lambert on the cover of Rolling stone - coming soon "
"4","@ash_ums  dude, is it Thursday yet? I'm ready for the Taking Back Sunday concert!!!! "
"4","@Rottenstinker Ouch! Milkshakes... Those are the best after getting wisdom teeth out, but no straw! "
"4","@trixr4kedzz they are cool bags and @dancingsheepnw is a friend.  great bags, great service."
"4","@Tr3ySir lol its not YOU that's the problem, it's a corn-ball bitch u keep mixin my name with, neef don't like that, at all "
"4","@vinceanido thx  it is our first and I'm actually pretty excited.  I wasn't sure about it until going to a few ultrasounds. 20 more weeks!"
"4","I wanna do something with water dammit!!!  Fun Fun!!!"
"4","@chillybreck No need to thank me for the re-follow mate, you earned the de-follow by snubbing me MWAH ha ha!!  (@ShelliMayfield )"
"4","@starwing hehe. sorry.. it's classified information. else will japordize the operation "
"4","@1_i_Will_E bummer text me or rick when you get off just in case we do something else. "
"4","Going to nightsplash tonight "
"4","@shiveringgoat hmmm decked out for 2... got granny solar coming over? "
"4","Just saw a beautiful bird on my new bird feeder -- it was gorgeous!  I LOVE nature! "
"4","@dalilprincess congrats to you for quitting smoking - keep up the great work! "
"4","going out for lunch--hum  hit the celly "
"4","Meeting mischa for a joint dog walk "
"4","@RedHenJackie That bad, huh?  I actually do know how hard it is to catch those kinds of errors-esp when you've read it 10 times already."
"4","@innerchild9x Thats why your a good person   i hope i would do the same in ur shoes. Unless its games and anime. Then i'm morally corrupt"
"4","@partridge you are an internationally famous artist, as shown in a gallery  x"
"4","Lovin' you @mistahj  #followfriday"
"4","@imafanatic An actor, a singer, AND a writer?? I'm impressed lol Great job! "
"4","Shout out to @KelzVThr33 since she feels left out "
"4","@SpyMasterPhil hey, can I have an invite?  Thanks! "
"4","@rikibear164: ... &quot;newest food is kogibbq&quot;... what is kogi?  Love your profile pic, btw.  Makes me smile.  "
"4","wecome to the black parade, mama and just sleep cause we're all dead!  haha i love MCR"
"4","@latesa Good to hear!  Pleasant dreams, Latesa!"
"4","the PM has been sent "
"4","@blessenonly Have a great day! "
"4","@Marc_Nicolas Have fun and RELAX.. you deserve it "
"4","Is a carb addict.  Damn these pecan swirls! I'll be working on this addiction starting Monday "
"4","my hubby is so good to me  I loooove heeem"
"4","@PGA_JohnDaly If you start getting carpal tunnel syndrome, you probably have Twittered a bit too much my friend "
"4","@alonsogar building an IM site will ping you when its done "
"4","@AaliyahLove69 You did more before noon than I'm going to accomplish all day "
"4","@sampan22 Oh no!! best stick to flipflops tomo  I will LOVE the dvds guarenteed. Me and Gabs have scheduled next sat night in for a festx"
"4","Southern indiana "
"4","@sarasteinmd Blast! There goes my plans for massive banana/vitamin smoothies "
"4","@edie22 Is 1vs100 an actual TV show? I only know it as the gameshow that is going to launch on Xbox Live and has been talks/beta forever. "
"4","@AMomTwoBoys Well don't you look spiffy! "
"4","Ooh. Another item sold on amazon "
"4","@Nicolee09x lol well thanks and I don't really have a bed time lol I sleep whenever..and I'm super excited 4 tonight "
"4","@Scared_Wardrobe ?????????? 6 ??????? "
"4","@jofstar Thanks for reminding me! "
"4","@LisaHuntArt Sounds fascinating, cant wait to see it. "
"4","@gaishin85 Thanks! "
"4","they were cute anyhow "
"4","I am so gonna have a triple scoop ice-cream tonight in a sugar cone! That always makes me smile. "
"4","@JeremiahLee And add groups.  "
"4","@spencerpratt Hi i voted for @mileycyrus like everyday and am voting now too "
"4","is soooo ready for a GREAT night with her favorite girls in the world "
"4","Back from the Mt Tam, catchin catching lizards on warm rocks, keepers of dreamtime  bushwacked with tons of foxtails in my shoes, ouch!"
"4","@KellyShibari That was fun! I was in the chat. "
"4","@nevershoutcyrus my humour is in good company haha...hey i got another verse for ya..isiah 40:31..check it out...its purty darn sweet "
"4","brainstorming ideas for a photoshoot tomorrow. have only done natural sessions for so long that this is a challenge "
"4","i don't care. The Maine's music makes me happy. it's not perfect for me, they're not my favorite band, but their music makes me smile "
"4","@socialmedium Johnny 5!    http://bit.ly/9j5IR   Nice Short Circuit reference."
"4","@tommcfly is it wrong to be excited about it? ah well i still am "
"4","Having some drinks in the swan, I'm a bit pissed "
"4","Changed my username for the hell of it "
"4","Tonite!! @ my bf house... Twilight once again!!! Hahaha  - http://twitpic.com/679xs.   sushi!!   a lot of love!! "
"4","storm  off to see texas in july."
"4","@Calmplexxx i might come! Dats my area! "
"4","@david_henrie http://twitpic.com/65p32 - beautifull!  David henrie you are the best!"
"4","I love Fridays...cuz its Mo Money in the Bank. On my way there right now! "
"4","@loopyginee No, but I didn't expect you to remember my exam date... I'd say you've a fair way to go b4 sinility concerns creep in!  "
"4","@alydecken heck yes  when i first saw that link i thought you had stalked me and took a picture from the first grade window lol"
"4","learning something new everyday. gotta keep growing even when its not easy "
"4","looking forward to this pizza. STILL sunburnt. got lots of nice stuff bought for me today "
"4","@xtapol Heh.  &quot;may not talk to customers&quot; is a fantasy to me "
"4","@heathsharp Yeah ok  you keep telling yourself that!"
"4","Hanging with Charis!  We gonna eat some delicious chicken nuggs then hopefully seeing UP later tonight "
"4","19 days till the Circus "
"4","about to get red &amp; blonde highlights....hope it turns out nice! "
"4","@Brewman_57: Good luck figuring this one out pops! "
"4","Getting ready then Trish's rehersal dinner "
"4","@YUNGJUGGZ AYYEEEE i heard u can cook! IM HUNGRYYYYYYY  Chef me up sum niceeee."
"4","@FreeRangeMom You're welcome!  And thank you. Have a great weekend."
"4","Talking to Kiel on skype  finally!"
"4","@GadgetGolfer I'm fairly certain Ms. Kim is also a Super-Hero. Looking forward to reading your tweets, GG. "
"4","Just about everything that could go wrong today did. My grandma's heart-shocky thing in the hospital went ok though... "
"4","it's so nice out; was on a hike earlier with one of my sisters (@superdiscodylan) and she got startled by a mourning dove "
"4","Ready to go out tonight and hang with some great people! "
"4","I jus smelled my favorite cologne on a random guy. It gave me chills ;) it's called unforgivable by sean john. "
"4","@makefate Most electronics hate me....  "
"4","@caseycaouette well, wherever He leads u, i will follow. u always got me. @ least i got somewhere to vacay now. congrats pretty lady "
"4","OHHH I hope the high voiced guy gets into the final "
"4","Ha I really thought I'd hate the dreambears but it really amused me BGT "
"4","And for that name which is no part of thee Take all thats left of my hair. Ode 2 those not dead, only mostly dead! and of course BALD! "
"4","@Janetdawson2009 - You're a Rawkstar!!!  Howz the start of the weekend for ya? What's your big plans?"
"4","can't wait for New Moon to come out! "
"4","@ispikedthepunch um, i'm kind of in love with Joe and follow the whole band like an obessive fangirl. so yes i like the show "
"4","am working on me website. wordpress is awesome "
"4","@carrieddd I did the same thing today "
"4","woohoo! i don't have to work all day sunday! i have the best employees "
"4","@Makaio8688 haha, wish I could be there for the show! Haha hopefully one day I will be  Good luck and have fun!   -Cin"
"4","@docshaw Doc I hope you're having a great day! "
"4","thinks that season 6 of house needs to hurry up and start! Off to work "
"4","So ready for this weekend! Going to NYC for a bachelorette party-- starting at 230 5th and then who knows where.... "
"4","Thanks for the Follow Friday recommendations, friends.  I appreciate them; makes me feel good to be in such good company. "
"4","@ldydisney Thanks Lisa. I hope you and @radioproducer1 have a great date night tonight  Happy weekend to you both. - Christina"
"4","#BGT Dream Bears - Hahaha I love you guys...even with the 'wardrobe problem. Lol "
"4","@Bonedwarf oh but you are you are ...he he "
"4","@coaxial Dude i thought that you were going camping with us!! Who are these awesome people that you speak of? "
"4","@NeverKn0wsb357 lol you love me. "
"4","Eating fish and chips  yum"
"4","@MarniBeetle I follow fridayed you b/c you're cool. No obligation to return, but I wouldn't stop you if you did "
"4","I love magnolias- what a beautiful flower. "
"4","@SterlingKids Wonder when we'll get sound clips on Twitter?  #bea"
"4","Yes, and it tastes great too!   http://twitpic.com/67a5b"
"4","Tired from a long boring day of trading! At least it's Friday and happy hour is right around the corner! "
"4","@justagirltm Ah no I'm not in TO. "
"4","@quantumspirits I missed you "
"4","im really really really tired shelby "
"4","party today. can't wait to see the old buds. "
"4","@aka55 What do YOU want though hon? That's the most important question. "
"4","@FlamingPoptart Thanks! "
"4","@kimberanna_com Thank you for the #followfriday too Kim "
"4","@OHMYDAYSitsHayz yeahh  x"
"4","grrr!  Angry customers are so mean :'( watching you tube! "
"4","@Luke1972 @Luke1972 Seems like it was a temporary glitch, twitter loves me again "
"4","@ZMoose12 I am loving DRYS - own some 7.50 calls from several days back "
"4","@malena2 thanks, i owe my spanish to Dora and Diego! "
"4","i watchin bgt  xx"
"4","@writeranonymous Ohh--sometimes I get confused which conversation I'm in.  "
"4","Heading to union square for some lunch and sunshine on my day off "
"4","@IAmAlexSuavez lol my mom told me and i went &quot;VICTORY!!!!!!!!!!!!&quot; very loudly for no reason, hahaha. ILY2  ?"
"4","note to self - uncross legs at least once every 10 minutes "
"4","Yesterday is past, tomorrow is a mystery, today is a gift which is why it's called the present "
"4","@Perignonic swt drms u  hav a great w/end "
"4","@Izzy_Cullen nope, im the old age of 22  what made you think i was younger?"
"4","@Morrica Yes you have, thank you! "
"4","Enjoying the peace &amp; quiet while my children are napping "
"4","... aprendi a tocar falling in love  msk mto linda *-* "
"4","Also, Star Wars reference for the epic win "
"4","....AMAZING FANS I MET  ..WAITING FOR EACH SHOWING OF IT! OMGG I LOVE IT! 3 TIMES, WOO..I NEED TO SEE IT AGAIN TOMORROW! XD"
"4","flower tats would be so very nice...and to lose 20 pounds. "
"4","Watching Britains got talent  its great !!!"
"4","http://twitpic.com/5stfd - Samantha and Brittany forever!! "
"4","CNBC's Sports Twitter Rankings: http://bit.ly/jhcYC Good stuff "
"4","is super excited to go to va's for the weekend! "
"4","@RebeccaBikini:  Love ya girl!  Your bikinis are the hottest!  Lets rock &amp; roll! "
"4","@SeanMarler Be one. Dress  accordingly to the weather  great pic 4 u http://www.guso.com.fr/travail/homeguso/images/mime.gif"
"4","@Fletchchax im good thanks  xx"
"4","Only one month to Summer "
"4","im ready to go... no working hard.. just ready to enjoy my wekend.. "
"4","9th day of novena ... sorry, but FINALLY .... going to church tonight with the parents ... just made adobo for dinner .. yum "
"4","@MagicalEmi Ooh. Thanks for the link! I'll check it out. "
"4","@Jennicricket oh I have a list for sure "
"4","Contest link for those who need it or want to pass it along.  http://tinyurl.com/cakpb9   Have fun!      -TeamTesh"
"4","@mileycyrus iv voted for you  15 times and i got all my friends to vote for you to"
"4","2 followers!!  lol"
"4","@_Joss Helloooooo!! Twit twit twit! "
"4","@stefanweber Sure! It will let me get up early and do gym stuff. Win-win situation  We'll meet on Skype."
"4","@Cronotriggers No...*thinks*...no. Absolutely not. Wall-E &gt; Ratatouille "
"4","watching Dollhouse on sci-fi channel with gf, having to bite my tongue to not say whats happening, she's enjoying though "
"4","@wysefyre heey, thanks for the followfriady, I saw it just now cause I was out "
"4","Now live @ my kitchen!  http://post.ly/h8K"
"4","Listening to &quot;Roll with the wind&quot; i love this song "
"4","i have the best boyfriend ever "
"4","tired like crazy and sleepy like crazy, today was a very looong day.. goodnight people  sleeptightt"
"4","@djsupernova i do!! so that counts for everybody else. "
"4","@kara_dioguardi Incredible singer....you really are. WAY Better than Bikini girl "
"4","loaded two pallets of beans on the Ford. Now it looks like a 3/4 ton low-rider. "
"4","@LukeVerge haaahaa.. + get wasted.. is that better? "
"4","@JohnnoNolan So me and @nissandookeran drink for free!? Nice idea! "
"4","@netzky wahhh... huhuhu... there'll be some other time for us... hopefully a solo anoop concert soon. "
"4","@iheartstarbys if you had a mac... print -&gt; save as pdf "
"4","Almost done wit CPR class  then my weekend begins!"
"4","'s mommy is on twitter "
"4","@bridgetdooley Thanks Bridget. My tweeting shows no signs of slowing down in my role either, don't worry "
"4","around. movies tonightt "
"4","@PadYourPaycheck Hohoho! You are quite welcome!  Your purpose is following you.  Where did you get your other twitter acct is l Baaarf!!"
"4","@fousheezy: I want to &quot;wine&quot; at my job  Also, will tag the Chop Sticks joke as #epichilarity"
"4","@yngbundles what it do sir? "
"4","Much as I try, I can't get the Google Wave demo video to play for more than 5 secs on YouTube. Hope Wave can handle the traffic better "
"4","@What_Emz_Sez About to leave to catch my flight  I get in at 8 and am texting you when I land! xox"
"4","I have to study...But I'm bored... So I'll go out 4 clubbing!! "
"4","@occisraeli thanks. I am getting some great feedback on the words. Glad to see that they are helping more than just me! "
"4","my sister, RE: Dreambears, again: &quot;What, they're married?&quot;  lmao #BGT"
"4","@whatsupfelicia  sorry..."
"4","Geeewwwdd morniin. Its friday..Game day "
"4","@ScottTowels261 hahaha  thanks! I knew I was missing something!"
"4","This has been the most accomplishing day. Applied to nku, got my transcript, and opened a savings account. "
"4","@PixyStixKitten The Last Unicorn...one of my favs! "
"4","@B__ Have fun have fun have fun!!!!!!!!!!  Crossing my fingers for Squirm for you...they've soundchecked it!! "
"4","@Justin_A Thanks for FF mate - appreciated "
"4","@kruss73 I'm good, thanks! How are you? Day going by quick enough? "
"4","@eugenecho you'll know you've made it when they print a &quot;eugene cho crazy blowout kit hair&quot; special edition bible "
"4","@NikFreeman complaint-free over here, mami! So thankful for the weekend "
"4","@amy_wright The whole package. "
"4","@Justin_A Aw thanks "
"4","Okay, I think I need to make &quot;happy clam&quot; cards.  Workin' on it!"
"4","just woke up "
"4","@drummerg217 Yipee for Burn Notice!  I just saw that they're having a marathon of Season 1 &amp; Season 2 soon.  Oops! Hope you're liking it!"
"4","I am blessed and sometimes I don't even realize it. "
"4","YMCA...time to go swimming with kaya and jimmy "
"4","it's AFD actually,for those who have no idea what I mean "
"4","Just finished a tutorial "
"4","@DAVID_LYNCH wow! That was an interesting insight in2...some element of the human condition! I'll def follow the interview project! "
"4","@raw_expressions Hope you have a great weekend too! "
"4","@seetiebby  WHATS GOING ON?! Ah, haha. Can't he just tell me what's up. Now only TWO of his cousins are in front of me..."
"4","@seattlegeekly My pleasure! "
"4","Prom decorations are frustrating! I think I'm gunna strangle Brenda... Yeah, that sounds like a good idea "
